b01d9a0b80cc51a4c2cd79c6f0c2cb339624f658,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/2804c7ee11e9b4740e530bd3a3ac6c7c6575fdda/0.pack,204842375,
eca6b71251e97861cc8af66dc7b5d60b7b7a1c2e,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/2804c7ee11e9b4740e530bd3a3ac6c7c6575fdda/1.pack,65073,
6ff8c3a910ed355004baeb7fdc365dd13a313828,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/2804c7ee11e9b4740e530bd3a3ac6c7c6575fdda/2.pack,2694672,
9ed3f2f49205504b2eb060f8a35b7e0098073986,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/2804c7ee11e9b4740e530bd3a3ac6c7c6575fdda/index.pack,954300,
f116705c62abe2862b3423df0baa6dc4ea18f0c7,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/8b1f6cca20acc8b7ca32676a074ec6ad4ca91333/0.pack,76913226,
69264c30acf206c31597c9601972652c76556c59,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/8b1f6cca20acc8b7ca32676a074ec6ad4ca91333/index.pack,461004,
c411a99ea23a596712fcf9c65029170d9c396455,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/c1a29f027eb9e33c1a41e89f0da15bed16c940d2/0.pack,76912364,
38e2aeb354746e0fc804d6cde2089adde073c92d,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/c1a29f027eb9e33c1a41e89f0da15bed16c940d2/index.pack,748999,
2c4cbba498c40615eb2ac4852c66e4e02c8cf0c4,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/d5614bd25dcfe04d3a720ec0642ec0307b6f0a17/0.pack,642057,
40a6096a03349ab0add5b8d72fd0871fea6e6c52,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/d5614bd25dcfe04d3a720ec0642ec0307b6f0a17/1.pack,1762891,
7b4df8fc5ce4229d5d851a8a4b35025ffa9aa900,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/d5614bd25dcfe04d3a720ec0642ec0307b6f0a17/10.pack,18576206,
c2def553307a900c78c281bf974e59b45779548f,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/d5614bd25dcfe04d3a720ec0642ec0307b6f0a17/11.pack,44100,
f91ff4ece538292b975eac41d876844cec19187e,DELETE,regular-file,Frontend/angular/.angular/cache/16.2.16/angular-webpack/d5614bd25dcfe04d3a720ec0642ec0307b6f0a17/12.pack,182995831,
